channel,channel_auroc,channel_lo,channel_hi,d_ensemble_minus_channel,d_lo,d_hi,ensemble_better
emitted,0.6412301587301588,0.5657509920634921,0.713017857142857,0.1744444444444444,0.14531646825396824,0.2034126984126985,True
logit_ev,0.6476984126984127,0.5710297619047618,0.7200813492063491,0.1679761904761905,0.1393253968253969,0.1993650793650793,True
logit_logodds_50,0.6424603174603174,0.5656349206349207,0.7155595238095238,0.17321428571428577,0.1397222222222222,0.2088095238095239,True
logit_logodds_80,0.6534920634920633,0.579204365079365,0.7252420634920634,0.16218253968253982,0.12706250000000005,0.19880952380952377,True
logit_logodds_90,0.6305555555555556,0.5545238095238095,0.7037301587301588,0.18511904761904752,0.13178373015873007,0.24,True
probe,0.9891269841269841,0.9735714285714285,0.999047619047619,-0.1734523809523809,-0.23115178571428566,-0.12202083333333338,False
head,0.9942460317460318,0.9863095238095237,0.9993650793650793,-0.1785714285714286,-0.23686607142857144,-0.12722222222222224,False
length_baseline,0.5046031746031746,0.4303928571428572,0.5796845238095237,0.31107142857142855,0.21035615079365075,0.40809523809523796,True
