channel,ece
emitted,0.3162666666666667
logit_ev,0.31208281671707183
logit_logodds_50,0.38602565857960963
logit_logodds_80,0.3142577104786025
logit_logodds_90,0.40806864860619385
probe,0.2213333333333333
head,0.19561481481481482
length_baseline,0.5866666666666667
